#miRNA	read_count	precursor	total	aaa	aab	aac	aad	aae	aaf	aag	aah	aai	aaj	aak	aal	aam	aan	aao	aap	aaq	aar	aas	aat	aau	aav	aaw	aay	aaz	aba	abb	abc	abd	abe	abf	abg	abh	abi	abj	abk	abl	abm	abn	abo	abp	abq	abr	abs	abt	abu	abv	abw	aby	abz	aca	acb	aaa(norm)	aab(norm)	aac(norm)	aad(norm)	aae(norm)	aaf(norm)	aag(norm)	aah(norm)	aai(norm)	aaj(norm)	aak(norm)	aal(norm)	aam(norm)	aan(norm)	aao(norm)	aap(norm)	aaq(norm)	aar(norm)	aas(norm)	aat(norm)	aau(norm)	aav(norm)	aaw(norm)	aay(norm)	aaz(norm)	aba(norm)	abb(norm)	abc(norm)	abd(norm)	abe(norm)	abf(norm)	abg(norm)	abh(norm)	abi(norm)	abj(norm)	abk(norm)	abl(norm)	abm(norm)	abn(norm)	abo(norm)	abp(norm)	abq(norm)	abr(norm)	abs(norm)	abt(norm)	abu(norm)	abv(norm)	abw(norm)	aby(norm)	abz(norm)	aca(norm)	acb(norm)
hsa-miR-6889-3p	10.00	hsa-mir-6889	10.00	0	1.00	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0	2.00	0	0	1.00	1.00	1.00	0	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.08	0	0.04	0	0	0	0	0	0	0	0	0.16	0	0	0.08	0.09	0.11	0	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6890-5p	0.00	hsa-mir-6890	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6891-5p	0.00	hsa-mir-6891	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6892-5p	0.00	hsa-mir-6892	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6893-5p	0.00	hsa-mir-6893	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6894-5p	3.00	hsa-mir-6894	3.00	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6894-3p	136.00	hsa-mir-6894	136.00	3.00	3.00	1.00	3.00	2.00	3.00	1.00	7.00	2.00	2.00	1.00	2.00	5.00	4.00	2.00	2.00	3.00	2.00	4.00	4.00	3.00	5.00	0	5.00	2.00	1.00	2.00	2.00	2.00	2.00	2.00	2.00	5.00	6.00	5.00	3.00	2.00	3.00	1.00	3.00	1.00	1.00	2.00	0	2.00	7.00	2.00	4.00	0	1.00	1.00	3.00	0.23	0.21	0.07	0.22	0.14	0.20	0.07	0.56	0.14	0.14	0.08	0.15	0.19	0.30	0.14	0.14	0.22	0.16	0.29	0.31	0.24	0.40	0	0.40	0.15	0.09	0.21	0.16	0.17	0.19	0.18	0.17	0.43	0.56	0.41	0.27	0.17	0.25	0.08	0.24	0.07	0.07	0.15	0	0.15	0.58	0.15	0.29	0	0.07	0.08	0.25
hsa-miR-6895-5p	5.00	hsa-mir-6895	5.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0
hsa-miR-7-5p	342.00	hsa-mir-7-1	342.00	9.00	3.00	6.00	4.00	2.00	9.00	7.00	4.00	8.00	4.00	2.00	7.00	12.00	6.00	0	6.00	4.00	13.00	9.00	5.00	3.00	18.00	9.00	2.00	2.00	4.00	8.00	2.00	4.00	16.00	3.00	13.00	12.00	16.00	10.00	3.00	13.00	7.00	4.00	1.00	0	4.00	3.00	13.00	7.00	8.00	10.00	16.00	1.00	8.00	1.00	1.00	0.70	0.21	0.45	0.29	0.14	0.61	0.46	0.32	0.57	0.27	0.16	0.52	0.45	0.45	0	0.43	0.29	1.07	0.66	0.39	0.24	1.43	0.71	0.16	0.15	0.35	0.85	0.16	0.34	1.55	0.27	1.13	1.04	1.50	0.83	0.27	1.14	0.58	0.34	0.08	0	0.28	0.23	0.94	0.53	0.67	0.74	1.16	0.08	0.54	0.08	0.08
hsa-miR-7-5p	343.00	hsa-mir-7-2	343.00	9.00	3.00	6.00	4.00	2.00	9.00	7.00	4.00	8.00	4.00	2.00	7.00	12.00	6.00	0	6.00	4.00	13.00	9.00	5.00	3.00	18.00	9.00	2.00	2.00	4.00	8.00	2.00	4.00	16.00	3.00	13.00	12.00	16.00	10.00	3.00	13.00	7.00	4.00	1.00	0	4.00	3.00	13.00	7.00	8.00	10.00	16.00	1.00	9.00	1.00	1.00	0.70	0.21	0.45	0.29	0.14	0.61	0.46	0.32	0.57	0.27	0.16	0.52	0.45	0.45	0	0.43	0.29	1.07	0.66	0.39	0.24	1.43	0.71	0.16	0.15	0.35	0.85	0.16	0.34	1.55	0.27	1.13	1.04	1.50	0.83	0.27	1.14	0.58	0.34	0.08	0	0.28	0.23	0.94	0.53	0.67	0.74	1.16	0.08	0.61	0.08	0.08
hsa-miR-7-5p	342.00	hsa-mir-7-3	342.00	9.00	3.00	6.00	4.00	2.00	9.00	7.00	4.00	8.00	4.00	2.00	7.00	12.00	6.00	0	6.00	4.00	13.00	9.00	5.00	3.00	18.00	9.00	2.00	2.00	4.00	8.00	2.00	4.00	16.00	3.00	13.00	12.00	16.00	10.00	3.00	13.00	7.00	4.00	1.00	0	4.00	3.00	13.00	7.00	8.00	10.00	16.00	1.00	8.00	1.00	1.00	0.70	0.21	0.45	0.29	0.14	0.61	0.46	0.32	0.57	0.27	0.16	0.52	0.45	0.45	0	0.43	0.29	1.07	0.66	0.39	0.24	1.43	0.71	0.16	0.15	0.35	0.85	0.16	0.34	1.55	0.27	1.13	1.04	1.50	0.83	0.27	1.14	0.58	0.34	0.08	0	0.28	0.23	0.94	0.53	0.67	0.74	1.16	0.08	0.54	0.08	0.08
hsa-miR-708-5p	2.00	hsa-mir-708	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0.07	0	0
hsa-miR-7106-5p	0.00	hsa-mir-7106	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7107-5p	0.00	hsa-mir-7107	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7108-5p	0.00	hsa-mir-7108	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7109-5p	0.00	hsa-mir-7109	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7109-3p	32.00	hsa-mir-7109	32.00	0	1.00	2.00	1.00	0	1.00	0	3.00	0	1.00	0	0	3.00	0	1.00	1.00	3.00	0	1.00	2.00	0	1.00	0	0	0	0	1.00	1.00	1.00	0	0	1.00	2.00	1.00	0	1.00	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0.07	0.15	0.07	0	0.07	0	0.24	0	0.07	0	0	0.11	0	0.07	0.07	0.22	0	0.07	0.15	0	0.08	0	0	0	0	0.11	0.08	0.09	0	0	0.09	0.17	0.09	0	0.09	0	0	0	0	0	0	0	0	0.08	0.08	0.07	0	0	0	0	0
hsa-miR-7110-5p	0.00	hsa-mir-7110	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7111-5p	0.00	hsa-mir-7111	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7112-5p	0.00	hsa-mir-7112	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7113-5p	5.00	hsa-mir-7113	5.00	0	0	1.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.07	0	0.08	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7113-3p	10.00	hsa-mir-7113	10.00	0	0	0	1.00	0	0	0	0	0	1.00	0	0	0	0	0	1.00	0	0	2.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0.07	0	0	0	0	0	0.07	0	0	0	0	0	0.07	0	0	0.15	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0.08
hsa-miR-7114-5p	0.00	hsa-mir-7114	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7150	0.00	hsa-mir-7150	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7151-5p	2.00	hsa-mir-7151	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7151-3p	2.00	hsa-mir-7151	2.00	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7152-5p	0.00	hsa-mir-7152	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7152-3p	0.00	hsa-mir-7152	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7153-5p	0.00	hsa-mir-7153	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7153-3p	0.00	hsa-mir-7153	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7154-5p	0.00	hsa-mir-7154	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7155-5p	2.00	hsa-mir-7155	2.00	0	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7155-3p	85.00	hsa-mir-7155	85.00	1.00	0	1.00	2.00	3.00	0	1.00	2.00	0	2.00	4.00	3.00	2.00	3.00	0	1.00	0	2.00	3.00	0	2.00	1.00	2.00	2.00	0	2.00	1.00	1.00	3.00	1.00	0	3.00	2.00	4.00	0	1.00	1.00	3.00	3.00	0	3.00	0	1.00	0	2.00	7.00	0	2.00	1.00	3.00	2.00	2.00	0.08	0	0.07	0.14	0.21	0	0.07	0.16	0	0.14	0.32	0.22	0.07	0.23	0	0.07	0	0.16	0.22	0	0.16	0.08	0.16	0.16	0	0.18	0.11	0.08	0.26	0.10	0	0.26	0.17	0.37	0	0.09	0.09	0.25	0.25	0	0.21	0	0.08	0	0.15	0.58	0	0.15	0.08	0.20	0.15	0.17
hsa-miR-7156-5p	0.00	hsa-mir-7156	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7156-3p	0.00	hsa-mir-7156	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7157-5p	0.00	hsa-mir-7157	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7157-3p	0.00	hsa-mir-7157	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7158-5p	0.00	hsa-mir-7158	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7159-5p	0.00	hsa-mir-7159	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7160-5p	0.00	hsa-mir-7160	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7160-3p	0.00	hsa-mir-7160	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7161-5p	0.00	hsa-mir-7161	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7162-5p	0.00	hsa-mir-7162	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-744-5p	8682.00	hsa-mir-744	8682.00	153.00	146.00	188.00	107.00	138.00	143.00	123.00	120.00	194.00	148.00	153.00	148.00	221.00	206.00	34.00	207.00	198.00	277.00	281.00	127.00	107.00	139.00	156.00	224.00	197.00	264.00	230.00	219.00	156.00	116.00	144.00	185.00	212.00	155.00	172.00	99.00	184.00	172.00	116.00	164.00	100.00	98.00	290.00	112.00	228.00	185.00	139.00	240.00	127.00	160.00	91.00	189.00	11.83	10.36	14.01	7.74	9.49	9.73	8.09	9.55	13.94	10.15	12.15	10.96	8.28	15.51	2.31	14.96	14.46	22.72	20.63	9.84	8.41	11.07	12.25	17.99	14.87	23.18	24.43	17.57	13.27	11.23	13.05	16.08	18.29	14.51	14.21	8.80	16.10	14.33	9.81	12.92	7.08	6.79	21.92	8.08	17.39	15.41	10.28	17.47	9.95	10.86	7.02	15.84
hsa-miR-758-5p	1.00	hsa-mir-758	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-759	0.00	hsa-mir-759	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-761	0.00	hsa-mir-761	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-764	0.00	hsa-mir-764	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7641	381.00	hsa-mir-7641-1	381.00	4.00	6.00	7.00	5.00	7.00	6.00	5.00	6.00	9.00	9.00	14.00	5.00	10.00	8.00	6.00	15.00	8.00	5.00	11.00	6.00	7.00	10.00	6.00	7.00	10.00	3.00	10.00	10.00	6.00	5.00	7.00	11.00	5.00	10.00	8.00	3.00	3.00	6.00	1.00	10.00	3.00	5.00	6.00	6.00	16.00	9.00	3.00	17.00	8.00	3.00	4.00	11.00	0.31	0.43	0.52	0.36	0.48	0.41	0.33	0.48	0.65	0.62	1.11	0.37	0.37	0.60	0.41	1.08	0.58	0.41	0.81	0.46	0.55	0.80	0.47	0.56	0.75	0.26	1.06	0.80	0.51	0.48	0.63	0.96	0.43	0.94	0.66	0.27	0.26	0.50	0.08	0.79	0.21	0.35	0.45	0.43	1.22	0.75	0.22	1.24	0.63	0.20	0.31	0.92
